"precinct","precinct_fe","re_fit","turnout","precinct_fe_p025","re_fit_p025","turnout_p025","precinct_fe_p975","re_fit_p975","turnout_p975"
"5603",-0.487071734982433,-0.48059210518601,73.4846089023275,-0.487071734982433,-0.49825956996624,69.2986167962129,-0.487071734982433,-0.431794589648473,79.4033784447153
"5604",-0.275384273213123,-0.341597483347053,84.4424809225215,-0.275384273213123,-0.371705924417016,78.8500598820516,-0.275384273213123,-0.255024473041613,94.3308653143915
"5605",-0.342456946929221,-0.381854992675724,81.1105544722558,-0.342456946929221,-0.391249075439377,76.5195675280004,-0.342456946929221,-0.371601345015114,84.7572504545688
"5606",0.641840152754287,0.490727730412786,194.104333724009,0.641840152754287,0.462680019456408,185.848239739334,0.641840152754287,0.523616298623281,206.320252183371
"5607",0.378038984982529,0.325413263393517,164.528095705021,0.378038984982529,0.302185706960017,153.599700065518,0.378038984982529,0.360989141147243,173.619642949083
"5608",0.574707799529435,0.510257971402784,197.932498952828,0.574707799529435,0.493233904902718,186.549714125802,0.574707799529435,0.544306132101003,209.538331375784
"5609",0.154220181599195,0.0901433216366342,130.036009522253,0.154220181599195,0.0682354383100846,121.512262343356,0.154220181599195,0.127271073023971,137.497212027971
"5610",0.0354530611156113,-0.0516248071551952,112.848169178074,0.0354530611156113,-0.0694172170162524,106.262035790676,0.0354530611156113,-0.0236279751788831,118.171905537643
"5611",-0.357627478530205,-0.211246114890151,96.1992894911423,-0.357627478530205,-0.356903490077084,80.3882734162344,-0.357627478530205,-0.042492735426297,114.849608707897
"5612",0.0918202724721934,0.013014296027149,120.383488265095,0.0918202724721934,-0.006659052158502,112.79170518562,0.0918202724721934,0.0559454884142526,128.44001035157
"5613",0.0288234434217408,-0.0100180756225397,117.642458405145,0.0288234434217408,-0.0548476617553603,108.577761877729,0.0288234434217408,0.0149363973887357,122.457746618003
"5614",-0.293969115222318,-0.335058310397238,84.9964742646261,-0.293969115222318,-0.360894393469958,79.6531800979213,-0.293969115222318,-0.278236504171288,92.5823547637678
"5615",-0.255938782211349,-0.261111090706341,91.5199513525337,-0.255938782211349,-0.287062341963499,85.4111126368798,-0.255938782211349,-0.216349108999005,98.1708116870637
"5616",-0.105426062465141,-0.151371200724181,102.135144874551,-0.105426062465141,-0.179714197377265,98.6562082431914,-0.105426062465141,-0.0588644600666635,113.201590956154
"5617",-0.0496958795247108,-0.0541728104518568,112.560997683311,-0.0496958795247108,-0.0849347170245013,104.766509315275,-0.0496958795247108,-0.00999359394514793,120.442362078681
"5618",-0.190618803979176,-0.250241194949961,92.5201900801645,-0.190618803979176,-0.268310662654267,87.0945698089122,-0.190618803979176,-0.215216221422546,98.0353959682897
"5619",0.421114499439495,0.391319870783765,175.736894262933,0.421114499439495,0.377622919610289,165.580070893122,0.421114499439495,0.420225445172726,185.06939664058
"5620",-0.215217196028136,-0.285464487396381,89.3180503817641,-0.215217196028136,-0.312533098905293,83.1550406238582,-0.215217196028136,-0.244266853774367,94.7348876298484
"5621",-0.185359653448158,-0.162432350889557,101.011637795168,-0.185359653448158,-0.175242418027498,95.0849105882743,-0.185359653448158,-0.131600884610807,106.965334186263
"5622",0.409993440544296,0.253476083177066,153.108094197741,0.409993440544296,0.19579800183077,140.131113552436,0.409993440544296,0.306841063529233,163.377603773199
"5623",0.154316591075571,0.12031069528058,134.018624897945,0.154316591075571,0.0899357397647441,124.638629059185,0.154316591075571,0.16617595106027,143.377060067699
"5624",-0.0190506084878398,-0.0365766690421903,114.559165379946,-0.0190506084878398,-0.0710601280424218,106.220706316804,-0.0190506084878398,0.00440746526755638,121.613194353076
"5625",0.299358913199949,0.2342312060768,150.189719692687,0.299358913199949,0.190238458894043,140.366330918277,0.299358913199949,0.278664213687837,154.558846960862
"5626",0.157643041133786,0.100720635540817,131.418741115276,0.157643041133786,0.0669240709522848,122.219711294101,0.157643041133786,0.162896430601825,143.698081424331
"5627",-0.0860127905308428,-0.166766884496533,100.574746999399,-0.0860127905308428,-0.193083296066011,93.7435405596934,-0.0860127905308428,-0.122550943547195,107.136453187113
"5628",-0.151705331122143,-0.145371178303592,102.749800162504,-0.151705331122143,-0.232017426050518,89.692039704613,-0.151705331122143,-0.102027053352974,105.120504364071
"5629",0.297047504511678,0.170562645494288,140.925408445524,0.297047504511678,0.132748053991478,130.604981423955,0.297047504511678,0.247661786126148,156.316556970968
