"Timestamp","Ward (1 - 66)","Division (1 - 51)","Time of day","Voter number within your division (how many people voted before you, plus you)"
"11/5/2019 16:24:01","15","13",10:30:00,91
"11/5/2019 16:24:24","5","13",09:30:00,13
"11/5/2019 16:24:28","15","13",10:30:00,91
"11/5/2019 16:25:31","1","10",16:19:00,175
"11/5/2019 16:26:46","38","12",14:30:00,105
"11/5/2019 16:26:56","58","20",07:15:00,4
"11/5/2019 16:27:08","36","21",16:30:00,82
"11/5/2019 16:27:59","36","17",16:30:00,87
"11/5/2019 16:29:17","66","02",16:20:00,101
"11/5/2019 16:30:24","25","03",09:56:00,29
"11/5/2019 16:31:11","60","08",16:30:00,99
"11/5/2019 16:32:15","27","1",16:18:00,83
"11/5/2019 16:33:00","8","22",16:32:00,100
"11/5/2019 16:33:16","45","20",15:00:00,150
"11/5/2019 16:35:39","2","21",16:35:00,112
"11/5/2019 16:37:08","02","23",16:35:00,233
"11/5/2019 16:38:28","46","23",16:35:00,203
"11/5/2019 16:39:39","22","1",04:39:00,316
"11/5/2019 16:41:11","5","23",15:30:00,222
"11/5/2019 16:42:12","12","23",17:40:00,204
"11/5/2019 16:45:25","5","14",08:00:00,31
"11/5/2019 16:48:01","30","9",16:46:00,181
"11/5/2019 16:54:22","22","14",16:40:00,164
"11/5/2019 16:54:28","30","01",16:55:00,282
"11/5/2019 16:54:45","31","4",09:03:00,53
"11/5/2019 16:55:31","09","02",16:48:00,227
"11/5/2019 16:56:20","8","8",16:55:00,236
"11/5/2019 16:56:28","8","22",16:56:00,107
"11/5/2019 16:57:32","18","10",16:57:00,216
"11/5/2019 16:57:38","21","19",16:40:00,102
"11/5/2019 16:57:39","9","2",16:02:00,207
"11/5/2019 16:58:16","18","12",16:59:00,190
"11/5/2019 16:58:29","39","1",16:58:00,90
"11/5/2019 17:01:21","2","6",17:00:00,191
"11/5/2019 17:01:26","15","3",17:01:00,213
"11/5/2019 17:06:26","8","16",17:06:00,306
"11/5/2019 17:06:58","2","17",17:00:00,206
"11/5/2019 17:07:12","2","24",17:10:00,226
"11/5/2019 17:07:36","47","1",05:07:00,114
"11/5/2019 17:08:21","2","17",16:55:00,205
"11/5/2019 17:09:23","15","18",17:00:00,196
"11/5/2019 17:09:53","39","43",17:09:00,132
"11/5/2019 17:11:25","27","23",09:30:00,78
"11/5/2019 17:16:49","29","11",17:00:00,111
"11/5/2019 17:18:28","6","3",17:16:00,163
"11/5/2019 17:19:39","46","8",17:18:00,277
"11/5/2019 17:20:21","22","7",16:06:00,227
"11/5/2019 17:23:25","5","21",15:30:00,109
"11/5/2019 17:23:46","15","8",17:23:00,186
"11/5/2019 17:25:01","47","1",17:24:00,121
"11/5/2019 17:28:14","18","12",17:28:00,199
"11/5/2019 17:29:09","46","1",14:00:00,179
"11/5/2019 17:32:49","22","17",17:15:00,178
"11/5/2019 17:33:42","30","14",17:15:00,186
"11/5/2019 17:35:40","36","16",17:30:00,138
"11/5/2019 17:38:46","13","4",17:15:00,204
"11/5/2019 17:40:39","46","23",17:30:00,251
"11/5/2019 17:44:23","05","01",17:44:00,280
"11/5/2019 17:44:43","39","46",08:45:00,53
"11/5/2019 17:45:39","5","21",17:45:00,150
"11/5/2019 17:45:46","57","3",16:52:00,238
"11/5/2019 17:46:48","8","13",17:46:00,186
"11/5/2019 17:48:31","46","09",17:47:00,230
"11/5/2019 17:49:43","14","1",17:45:00,208
"11/5/2019 17:49:59","30","7",07:05:00,9
"11/5/2019 17:50:30","5","11",13:45:00,143
"11/5/2019 17:50:39","48","08",17:50:00,140
"11/5/2019 17:51:06","8","26",17:45:00,204
"11/5/2019 17:51:06","36","12",17:37:00,108
"11/5/2019 17:51:31","21","2",17:40:00,175
"11/5/2019 17:51:47","5","12",17:48:00,232
"11/5/2019 17:52:38","8","32",17:45:00,164
"11/5/2019 17:53:25","45","06",12:30:00,60
"11/5/2019 17:53:28","14","5",17:30:00,100
"11/5/2019 17:53:48","06","07",10:15:00,64
"11/5/2019 17:53:54","19","10",17:53:00,120
"11/5/2019 17:57:41","66","7",09:30:00,23
"11/5/2019 17:58:33","22","09",13:00:00,80
"11/5/2019 18:01:09","8","3",18:00:00,280
"11/5/2019 18:01:13","05","21",17:45:00,151
"11/5/2019 18:02:19","36","02",17:45:00,130
"11/5/2019 18:02:25","1","11",18:00:00,260
"11/5/2019 18:02:55","36","02",17:45:00,131
"11/5/2019 18:03:36","1","11",17:45:00,245
"11/5/2019 18:03:43","1","20",18:00:00,139
"11/5/2019 18:05:05","18","12",18:04:00,224
"11/5/2019 18:05:42","21","41",17:00:00,200
"11/5/2019 18:06:21","36","41",18:08:00,125
"11/5/2019 18:06:26","1","11",07:00:00,1
"11/5/2019 18:07:48","47","1",18:07:00,142
"11/5/2019 18:07:58","8","22",18:07:00,142
"11/5/2019 18:10:04","29","11",18:09:00,145
"11/5/2019 18:10:24","62","13",13:30:00,61
"11/5/2019 18:11:01","15","17",18:10:00,255
"11/5/2019 18:11:06","1","08",15:45:00,110
"11/5/2019 18:11:13","51","6",11:15:00,112
"11/5/2019 18:11:31","18","7",16:30:00,155
"11/5/2019 18:11:49","8","23",18:11:00,330
"11/5/2019 18:12:25","1","20",18:10:00,241
"11/5/2019 18:13:45","8","7",18:00:00,316
"11/5/2019 18:14:06","27","7",07:30:00,8
"11/5/2019 18:15:41","8","10",06:15:00,364
"11/5/2019 18:16:08","2","19",07:00:00,4
"11/5/2019 18:16:28","39","43",18:16:00,161
"11/5/2019 18:17:23","8","7",18:00:00,316
"11/5/2019 18:17:32","8","7",18:00:00,316
"11/5/2019 18:18:14","9","3",17:15:00,286
"11/5/2019 18:18:58","46","9",18:18:00,250
"11/5/2019 18:18:58","64","10",18:00:00,98
"11/5/2019 18:20:08","21","14",18:19:00,275
"11/5/2019 18:20:52","10","1",18:30:00,210
"11/5/2019 18:22:31","36","05",17:45:00,166
"11/5/2019 18:24:59","5","7",18:30:00,230
"11/5/2019 18:25:43","21","15",18:24:00,235
"11/5/2019 18:26:12","18","12",18:26:00,238
"11/5/2019 18:26:42","8","34",18:26:00,132
"11/5/2019 18:26:56","29","18",08:12:00,20
"11/5/2019 18:27:05","5","7",16:00:00,140
"11/5/2019 18:27:25","40","5",17:43:00,400
"11/5/2019 18:27:27","2","20",14:30:00,84
"11/5/2019 18:28:34","32","30",11:45:00,43
"11/5/2019 18:29:44","46","10",18:30:00,200
"11/5/2019 18:30:19","15","03",18:30:00,275
"11/5/2019 18:30:49","18","7",18:30:00,213
"11/5/2019 18:31:07","5","4",18:16:00,352
"11/5/2019 18:31:40","38","39",18:00:00,193
"11/5/2019 18:32:16","8","10",18:30:00,376
"11/5/2019 18:32:36","32","12",09:03:00,18
"11/5/2019 18:32:40","30","6",16:00:00,177
"11/5/2019 18:32:48","2","6",07:20:00,12
"11/5/2019 18:34:09","08","1",10:00:00,90
"11/5/2019 18:34:38","9","2",18:36:00,287
"11/5/2019 18:34:59","02","29",18:30:00,266
"11/5/2019 18:37:47","36","03",18:00:00,145
"11/5/2019 18:37:54","2","5",18:40:00,219
"11/5/2019 18:38:54","05","19",17:15:00,378
"11/5/2019 18:39:26","08","01",11:30:00,127
"11/5/2019 18:39:42","2","29",18:39:00,289
"11/5/2019 18:40:46","8","32",18:40:00,186
"11/5/2019 18:40:54","31","6",18:40:00,174
"11/5/2019 18:42:22","8","26",18:45:00,240
"11/5/2019 18:42:27","5","28",16:50:00,153
"11/5/2019 18:44:33","18","10",18:13:00,256
"11/5/2019 18:45:16","8","32",17:30:00,157
"11/5/2019 18:45:26","46","2",18:00:00,211
"11/5/2019 18:46:00","18","7",11:30:00,79
"11/5/2019 18:46:52","2","6",18:46:00,241
"11/5/2019 18:46:53","36","39",10:45:00,74
"11/5/2019 18:46:56","02","05",06:39:00,218
"11/5/2019 18:47:38","60","13",18:20:00,122
"11/5/2019 18:47:50","9","16",18:30:00,228
"11/5/2019 18:49:38","1","3",08:30:00,40
"11/5/2019 18:50:34","1","21",18:30:00,215
"11/5/2019 18:50:41","46","1",18:50:00,314
"11/5/2019 18:52:04","21","7",08:05:00,15
"11/5/2019 18:53:03","27","1",12:30:00,138
"11/5/2019 18:54:50","45","03",07:05:00,2
"11/5/2019 18:54:58","1","10",16:45:00,170
"11/5/2019 18:56:00","30","3",18:30:00,189
"11/5/2019 18:56:31","5","17",18:55:00,247
"11/5/2019 18:56:45","21","29",17:00:00,135
"11/5/2019 18:57:09","21","20",18:00:00,145
"11/5/2019 18:57:20","5","32",18:55:00,258
"11/5/2019 18:58:12","21","24",18:51:00,391
"11/5/2019 18:58:44","8","31",19:00:00,290
"11/5/2019 19:00:41","9","13",19:00:00,315
"11/5/2019 19:01:34","30","1",19:00:00,363
"11/5/2019 19:03:31","56","16",19:00:00,121
"11/5/2019 19:03:43","8","8",19:03:00,301
"11/5/2019 19:04:16","60","13",19:00:00,134
"11/5/2019 19:04:46","8","19",19:04:00,330
"11/5/2019 19:05:03","47","1",19:04:00,159
"11/5/2019 19:06:02","8","19",19:05:00,332
"11/5/2019 19:06:11","15","14",14:45:00,171
"11/5/2019 19:06:33","46","16",06:45:00,310
"11/5/2019 19:09:25","36","38",19:10:00,145
"11/5/2019 19:09:25","35","2",19:00:00,415
"11/5/2019 19:10:14","39","43",19:09:00,173
"11/5/2019 19:11:16","30","14",18:55:00,240
"11/5/2019 19:12:07","60","09",19:00:00,320
"11/5/2019 19:12:49","56","19",19:10:00,207
"11/5/2019 19:16:11","38","16",19:15:00,224
"11/5/2019 19:16:11","6","9",18:58:00,96
"11/5/2019 19:18:38","46","17",19:00:00,400
"11/5/2019 19:20:59","36","34",19:13:00,145
"11/5/2019 19:21:06","36","10",08:45:00,26
"11/5/2019 19:22:18","35","25",19:20:00,124
"11/5/2019 19:22:21","38","13",19:10:00,234
"11/5/2019 19:23:49","9","6",10:50:00,116
"11/5/2019 19:23:55","08","18",05:45:00,352
"11/5/2019 19:24:28","39","43",19:24:00,174
"11/5/2019 19:24:32","44","10",18:15:00,130
"11/5/2019 19:24:41","38","18",15:25:00,152
"11/5/2019 19:25:01","46","1",19:30:00,318
"11/5/2019 19:25:50","8","30",17:30:00,228
"11/5/2019 19:26:14","5","6",19:12:00,299
"11/5/2019 19:27:08","18","11",19:05:00,275
"11/5/2019 19:27:25","15","3",19:25:00,310
"11/5/2019 19:27:30","21","44",19:10:00,300
"11/5/2019 19:27:33","39","35",16:15:00,118
"11/5/2019 19:30:05","5","31",19:15:00,99
"11/5/2019 19:30:14","10","7",17:30:00,300
"11/5/2019 19:32:03","22","1",19:32:00,452
"11/5/2019 19:32:12","36","19",07:40:00,7
"11/5/2019 19:33:15","53","3",16:38:00,269
"11/5/2019 19:33:27","32","8",16:40:00,46
"11/5/2019 19:33:58","46","07",08:30:00,36
"11/5/2019 19:34:00","46","19",19:30:00,392
"11/5/2019 19:34:02","02","23",19:35:00,325
"11/5/2019 19:34:41","46","2",19:30:00,294
"11/5/2019 19:35:19","8","13",19:35:00,212
"11/5/2019 19:35:26","47","1",19:35:00,164
"11/5/2019 19:37:14","12","16",10:55:00,82
"11/5/2019 19:37:50","36","13",07:45:00,8
"11/5/2019 19:38:07","48","2",19:20:00,204
"11/5/2019 19:38:12","36","9",19:05:00,189
"11/5/2019 19:39:48","36","36",17:33:00,219
"11/5/2019 19:39:58","60","9",07:05:00,8
"11/5/2019 19:40:34","15","17",19:30:00,300
"11/5/2019 19:41:22","2","13",19:40:00,101
"11/5/2019 19:41:40","1","15",07:20:00,10
"11/5/2019 19:42:01","60","9",07:41:00,240
"11/5/2019 19:42:25","58","27",17:05:00,397
"11/5/2019 19:42:25","60","9",07:41:00,340
"11/5/2019 19:42:25","36","39",18:30:00,203
"11/5/2019 19:42:42","31","11",19:35:00,228
"11/5/2019 19:44:11","31","04",17:15:00,205
"11/5/2019 19:46:16","8","32",10:55:00,78
"11/5/2019 19:46:20","60","23",18:30:00,164
"11/5/2019 19:46:41","39","43",19:46:00,182
"11/5/2019 19:47:30","39","30",19:15:00,212
"11/5/2019 19:47:47","30","6",19:45:00,296
"11/5/2019 19:47:50","48","14",18:30:00,149
"11/5/2019 19:48:39","9","6",10:50:00,116
"11/5/2019 19:48:58","1","11",19:40:00,308
"11/5/2019 19:49:08","8","22",19:48:00,189
"11/5/2019 19:50:24","15","05",07:50:00,281
"11/5/2019 19:53:02","55","2",16:30:00,227
"11/5/2019 19:53:13","26","11",18:00:00,139
"11/5/2019 19:53:59","27","1",18:13:00,117
"11/5/2019 19:54:20","46","03",19:40:00,256
"11/5/2019 19:55:42","18","17",19:55:00,303
"11/5/2019 20:00:40","24","5",12:00:00,96
"11/5/2019 20:00:56","8","8",20:00:00,324
"11/5/2019 20:01:12","60","9",20:00:00,347
"11/5/2019 20:03:07","39","43",20:00:00,183
"11/5/2019 20:04:37","18","10",20:00:00,295
"11/5/2019 20:05:25","31","03",20:00:00,221
"11/5/2019 20:05:54","8","13",20:00:00,218
"11/5/2019 20:07:18","27","12",15:00:00,76
"11/5/2019 20:08:46","5","30",08:30:00,48
"11/5/2019 20:29:03","30","10",15:30:00,128
"11/5/2019 20:29:28","25","8",07:45:00,4
"11/5/2019 20:32:07","39","34",17:00:00,98
"11/5/2019 20:32:22","30","10",15:30:00,128
"11/5/2019 20:33:06","39","34",17:01:00,99
"11/5/2019 20:33:40","5","35",08:00:00,16
"11/5/2019 20:37:58","14","25",19:10:00,185
"11/5/2019 20:39:16","21","9",08:15:00,26
"11/5/2019 20:43:04","36","30",07:00:00,1
"11/5/2019 20:43:57","21","09",07:20:00,11
"11/5/2019 20:47:46","30","14",17:00:00,188
"11/5/2019 20:52:28","51","6",19:00:00,283
"11/5/2019 20:53:30","46","16",09:15:00,74
"11/5/2019 20:54:40","9","6",10:50:00,116
"11/5/2019 20:54:54","15","15",17:35:00,160
"11/5/2019 20:58:51","24","16",17:48:00,53
"11/5/2019 21:00:48","46","16",18:45:00,345
"11/5/2019 21:05:17","18","7",08:10:00,35
"11/5/2019 21:19:50","02","07",20:05:00,307
"11/5/2019 21:23:17","21","20",08:33:00,27
"11/5/2019 21:24:25","21","22",08:40:00,35
"11/5/2019 21:24:53","21","20",08:33:00,27
"11/5/2019 21:28:48","8","13",17:30:00,134
"11/5/2019 21:29:47","21","12",16:31:00,99
"11/5/2019 21:32:41","15","16",19:15:00,281
"11/5/2019 21:33:27","2","1",18:30:00,326
"11/5/2019 21:38:16","22","1",19:30:00,432
"11/5/2019 21:42:34","1","1",17:25:00,143
"11/5/2019 21:44:07","5","27",08:00:00,32
"11/5/2019 21:45:27","33","10",18:15:00,131
"11/5/2019 21:47:02","8","26",20:00:00,267
"11/5/2019 21:48:24","8","32",20:00:00,210
"11/5/2019 21:50:34","8","10",08:00:00,403
"11/5/2019 22:00:50","46","4",11:30:00,40
"11/5/2019 22:03:47","2","7",21:15:00,335
"11/5/2019 22:04:41","21","32",16:00:00,138
"11/5/2019 22:06:02","21","32",16:00:00,138
"11/5/2019 22:06:29","25","5",17:30:00,133
"11/5/2019 22:25:53","30","6",19:15:00,274
"11/5/2019 22:27:10","31","4",18:45:00,254
"11/5/2019 22:40:28","36","41",16:20:00,92
"11/5/2019 22:42:12","36","41",16:20:00,92
"11/5/2019 22:45:11","46","3",09:20:00,67
"11/5/2019 23:44:35","55","10",19:13:00,93
"11/6/2019 0:43:24","47","13",11:15:00,41
"11/6/2019 6:52:20","18","10",07:15:00,6
"11/6/2019 7:48:57","22","19",13:30:00,95
"11/6/2019 8:37:54","26","10",18:00:00,106
"11/6/2019 8:58:41","39","45",18:00:00,290
"11/6/2019 9:15:02","1","12",10:50:00,45
"11/6/2019 10:24:52","51","7",17:40:00,119
"11/6/2019 12:34:58","46","1",19:45:00,348
"11/6/2019 12:59:27","8","22",20:00:00,192
"11/6/2019 17:10:24","36","2",14:30:00,94
